image,level1,level2,language,ocr_text
images/train/172.jpg,troll,party,malayalam,ബ്ബിഫ്‌ കുംന്ധറുമുമത്തി പം ഈഷ 'ഈ'വാര്‍ത്തക്ക്‌ സന്തോഷിക്കുകയാണോ'സങ്കടടെട്ടകയാണോ വേണ്ടത്‌ എന്ന്‌ കണ്‍ഫുഷന്‍ അടിക്കുന..
images/train/173.jpg,troll,party,malayalam,
images/train/174.jpg,troll,party,malayalam,പി) പക്രം ദണ്ഡ്‌ പ്രയോഗിക്കുന്നതിനെ 1] ആലോചിച്ചൂടേ. മ്പി
images/train/175.jpg,troll,party,malayalam,പറഞ്ഞ്‌ ഭി മലയാളിക്ക്‌ നഷ്ടപ്പെട്ടത്‌ ഒരു കോടിയിലേറെ രൂപ
images/train/176.jpg,troll,person,malayalam,ി ന്തി ലി 5 ട്വ
images/train/177.jpg,troll,person,malayalam,കല്യാണ കഴിഞ്ഞ്‌ ആദ്യ രാത്രിക്ക്‌ കട്ടിലില്‍ കേന്ദ്ര പദ്ധതി ആണെന്ന്‌ പറഞ്ഞു ബിജെപി സംസ്ഥാന അധ്യക്ഷന്‍ ഉരിക്കുന്നു
images/train/178.jpg,troll,person,malayalam,"4 സുരേഷ്ഗോപി, സി ാഫിപേഴാളയം ആ ജയ ബലി ഭി ിജുിം)"
images/train/179.jpg,troll,person,malayalam,
images/train/180.jpg,troll,party,malayalam,ലലാ തത്അ്മ്‌റ്‌ പം ന്‌ [ വിദ
images/train/181.jpg,troll,party,malayalam,എന്തിനാ എമ്പുരാനെ വിമര്‍ശിക്കുന്നത്‌;
images/train/182.jpg,troll,party,malayalam,എന്പുരാന്‍.. ചരിത്രം വളച്ചൊടിക്കുന്നു. ഇല്ലാ കഥകൾ പ്രചരിക്കുന്ന സിനിമ
images/train/183.jpg,troll,party,malayalam,
images/train/184.jpg,troll,party,malayalam,പു ന്തം ആസനത്തില്‍ ധർ ലം പൊട്ടിക്കാനുള്ള ഗുണ്ട്‌ പ്രമോഷന്‍ ചെയ്യുന്ന മണ്ടന്മാരെ കണ്ടിട്ടുണ്ടേ
images/train/185.jpg,troll,party,malayalam,"“ജനം മാറ്റം ആഗ്രഹിക്കുന്നു ""യുഡിഎഫിനും എല്‍ഡിഎഫിനും ഒരേ നയം"""
images/train/186.jpg,troll,party,malayalam,"അട്‌ ഓായപ്പത്റെ ബോംബ്‌; നനയുടെ കര്‍ ചി ളു ക കന ൭൦ ി ൫ (2 നന്ത്തു 0 ന്റെ പടം ആയി കണ്ടുടെ എ ്തത്തു റ എജാല്‍ ജം കാണ, വിന യാല്‍ ഒഴും കരണില്ല മിക എന്താണ്‌ ലക? ന്താണ്‌ ര്യ നം മായി ഷണം ഉണ്ായിലും നി കക മമ്മുട്ടി വണ്ടി. രിയിൽ പായി മാ മ ധം ര"
images/train/187.jpg,troll,party,malayalam,"ഹോക്കി മ്യരീണം കടലില്‍ ഇടത്‌ ,അഥിഞ്ഞു 1 ചട"
images/train/189.jpg,troll,party,malayalam,ധര്വ ലു ഒരു കവിള്‍ : വെള്ളം കുടിക്ക”
images/train/191.jpg,troll,party,malayalam,ന്ത്യന്‍ പള്ളിയി ] നടാന്‍ കു ടം കണ്ട ക പം
images/train/193.jpg,troll,person,malayalam,ചി തമ്പരാനോ എത്‌ €
images/train/194.jpg,troll,person,malayalam,"നി. തത്ത ര്‍ ്രിമേരിക്കന്‍ ഉത്പന്നങ്ങളുടെ തീരുവ! 4 പകുതിയായി കുറച്ചിട്ടുണ്ട്‌ ല്‌ | ്‌ ല്‌ [ഇന്ത്യക്കാരെ കടലില്‍ തള്ളിയാലും ., [; കാമാന്നു ഒരക്ഷരം മിണ്ടാനും പോണില്ല ആരെങ്കിലും ചോദിച്ചാല്‍'മോഡി മൈ പ്രണ്ട്‌ എന്നു പറഞ്ഞാല്‍ മാത്രം മതി ന്‌ എ 88:൧൭."
images/train/195.jpg,troll,person,malayalam,നുഹനിലേ! ൮) അമേരിക്കയില്‍ നിന്ന്‌ ് ഒരു മോദി നല്‍ | മിക കുടിയോക്കാരെ കൊണ്ടുവന്നത്‌ ഇന്ത്യയിലെത്തിച്ചത്‌ കയ്യും കാലും ബന്ധി കൈകാലുകള്‍ ബന്ധിച്ച്‌ [യി പി ല്‌ കാലില്‍ ചങ്ങലയും ഇട്ടിരുന്നുവെന്ന്‌ പഞ്ചാബ്‌ സ്വദേശി
images/train/196.jpg,troll,person,malayalam,. ഉത്ആു ആദ്യം പറഞ്ഞു വിദേശത്തുള്ള ഇന്ത്യക്കാരെല്ലാം നാട്ടിലേക്ക്‌ ടങ്ങി വരാന്‍ ദേ ഇയെ അങ്ങേരുടെ ലണ്ട്‌ തന്നെ ഉന്ത്യക്കാരെ ചങ്ങല | ഇടിരിചചു നട്ടില്‍ നിന്ന്‌ ഓടിക്കുന്നു ലം ഞ്ഞി എന്നിട്ട്‌ [ന മേക്ക്‌ വെള്ളത്തില്‍ മൂങ്ങന്‍ ഫോയേക്കുന്നു ടി ം
images/train/197.jpg,troll,party,malayalam,ഡ്ധോളറിനെതിരെ ഡോളറിനെതിരെ കാപദകരമത്തി രൂപ കാലകത്തി രൂപ സര്‍വകാല സര്‍വകാല റെക്കോര്‍ഡ്‌ റെക്കോര്‍ഡ്‌ 0 5
images/train/198.jpg,troll,person,malayalam,മൂർ പാല ണ്ദലം ്ി എ൬ നിലയില്‍ ഈ ഓഫിസില്‍ നിന്നും നല്‍കുന്ന എല്ലാ ഓദ്യോഗിക €സവനങ്ങളും സാളന്യദായിരിക്കും. _ സുദേഷ്‌ 'ഗോപിസേലടടധ ലാറി
images/train/199.jpg,troll,intersection,malayalam,
images/train/200.jpg,troll,party,malayalam,
images/train/203.jpg,troll,party,malayalam,"ഭകുരളം “0005 00 00ധധു""യെന്ന്‌ ആരെങ്കിലും പറയുന്നത്‌ കേട്ടാല്‍"
images/train/204.jpg,troll,person,malayalam,"നടദ്ഭാന്ഭാവിന്.ഠന (താന്‍ ദൈവമല്ല, മനുഷ്യനായതിനാല്‍ തെറ്റുകള്‍ പറ്റാന്‍ സാധ്യതയുണ്ട്‌; നരേന്ദ്രമോദി"
images/train/205.jpg,troll,party,malayalam,"നി."" കബ്ശാി്‌ച്‌ 85. 9400 മു അയ്ന്‌ ഡോളറ്‌, പൈസ കൊടുത്ത്‌, വാങ്ങേണ്ടയകാര്യം, എന്ത്‌? പ കളി..."
images/train/207.jpg,troll,person,malayalam,"""കുംഭമളേളയ്ക്ക്‌ ബോംബ്വല്ച്‌ 1,000 ഹിന്ദുകളെ കൊല്ലും"" എന്ന്‌ നാസിര്‍ പത്താന്റെ പേരില്‍ ഭീഷണി; അറസ്റ്റിലായത്‌ ആയുഷ്‌ കുമാര്‍ ജെയ്സ്വാള്‍ അയ്യോ ഹിജ്ടുവിനെ കൊല്ലുന്നേ ] അയ്യോ ഹിന്ദുവിനെ അറസ്റ്റ്‌ ചെയ്യുന്നേ"
images/train/208.jpg,troll,party,malayalam,"പത്തനംതിട്ടയില്‍ ബസ്സുകള്‍ക്ക്‌ ഇത്‌ വരെ കളര്‍ കോഡ്‌ ആയില്ലേ എന്ന്‌ ചോദിച്ചപ്പോള്‍ മിത്രം ക്‌ . ന നി ൭ തഅ. അ..അത.. പിന്നേ."""
images/train/209.jpg,troll,intersection,malayalam,80 ഇലക്ഷനു മുന്‍പ്‌ ജനങ്ങള്‍ക്ക്‌ രു.
images/train/210.jpg,troll,person,malayalam,കേരളത്തിലെ ഉപതിരഞ്ഞെടുല്‌ ശ്രദ്ധിക്കാനേ ക പാലക്കാടു ചോല്യങ്ങളി ഒഴിഞ്ഞുമാറി വിമുരളീധരന്‍ ജിയുടെ ശ്രെദ്ധ കുറവ്‌ കാരണം ഭൂരിപക്ഷം വല്ലാണ്ട്‌ കുറഞ്ഞു ൦:
images/train/211.jpg,troll,party,malayalam,പാലകുല്്തിരിച്ച്[പിടിച്്രിപി
images/train/212.jpg,troll,person,malayalam,
images/train/213.jpg,troll,party,malayalam,
images/train/214.jpg,troll,party,malayalam,ബിഎസ്‌എന്‍എല്ലിന്‌ പുതിയ ലോഗോ പുതിയ ഏഴ്‌ സവനങ്ങള്‍ അവതരിലിച്ചു
images/train/216.jpg,troll,person,malayalam,ത്ത ലി റ]
images/train/218.jpg,troll,person,malayalam,ഭീഡിയണണ്‍െ ധ്യ പ്രവര്‍ത്തരെ കണ്ടല്‍ സുദസ്‌ മോഡി യു ന!
images/train/219.jpg,troll,person,malayalam,കകൂസില്‍[നിന്നും[ഇറങ്ങി[വരുന്ന[സുരേഷേട്ടര്‍.. നിന്നാണ്‌... അതുലയി ബന്ധെട്ടത്‌ ചോദിക്കണം!
images/train/220.jpg,troll,person,malayalam,രാവിലെ കക്കൂസില്‍ നിന്നിറങ്ങി വരുമ്പോള്‍ ചായ എടുക്കട്ടേ എന്നു ചോദിച്ച ി സഹായി |
images/train/221.jpg,troll,person,malayalam,സിനിമ ഫീല്‍ടില്‍ ഡ്രഗ്സ്‌ ഉപയോഗം ഉണ്ടെന്ന്‌ 1 അര്‍ മക്കളെ മാമന്‌
images/train/222.jpg,troll,party,malayalam,
images/train/223.jpg,support,party,malayalam,ചി 1 ൮ ടി . ക്‌ സ്‌ ഇന്നവര്‍ ഫേര്‍ക്ക്‌ ഫെസ്റ്റ്‌ യ
images/train/224.jpg,troll,party,malayalam,സ്യാതന്ത്്യദിനമാഖാത്ൃസംഘികള്‍
images/train/225.jpg,troll,person,malayalam,"വയനാട്‌ ജനത [ സുരേഷ്‌ഗോ; തുന്ന ഒത പ്രധാന,"
images/train/226.jpg,troll,person,malayalam,
images/train/227.jpg,troll,person,malayalam,ുയ്ൃത്തിന്‌ 'ക(സഹ; 1 റി സമയമായി പാതി ട്ടെ ആവശ്യപ്പെട്ട ലം പ കേരളത്തില്‍[സംഭവിച്ചഏറ്റവും്വ്വലിയ ന റിി(ി॥
images/train/228.jpg,troll,person,malayalam,ദ്രാന്തന്‍യുഥം
images/train/229.jpg,troll,party,malayalam,"[ സഹായിക്കാന്‍ വദുന്ന വും പോലും നല്‍കരുത്‌ മുസ്സിംങ്ങള്‍ ഉഡായിരാണ്‌ _ റ്‌, മുസ്ിംങ്ങള്‍ പെറ്റ്‌ കൂട്ടിയതിന്‌ ഇന്യഎ ഗു പ്രകൃ നല്‍കിയ രിക്ഷ _ മരിച്ചവരില്‍ ഗോഹീജ്്ചന്‍ അയോര്‍ത്തികള്‍ € ഉണ്ടാവും"
images/train/230.jpg,troll,person,malayalam,ബഡ്ജറ്റ്‌ പ്രഖ്യാപനം കഴിഞ്ഞകഷോള്‍
images/train/232.jpg,troll,person,malayalam,
images/train/233.jpg,troll,person,malayalam,
images/train/234.jpg,troll,person,malayalam,പല്ലിട
images/train/235.jpg,troll,person,malayalam,തിങ്കളാഴ്ച തൃശൂരില്‍ കാണാന്‍ ഫേകുന്ന കാഴച
images/train/236.jpg,troll,person,malayalam,വിവിധമ്പിടങ്ങളിത്ത ഭമുചലനം വിടമകളമടെ ടനഅചില്ലമുകൾ ഇരുകി
images/train/237.jpg,troll,person,malayalam,തൃശുര്‍ കുന്നംക നേരിയ ഭുചലനം നാശനഷ്ടങ്ങള്‍ റിങ്ധോര്‍ട്ട്‌ ചെയ്തിട്ടില്ല തൃശൂര്‍ എടുത്ത ആ; യ ആള്‌ നടക്കുമ്പോള്‍ പും ന്നതായി ക്ഷ
images/train/238.jpg,troll,person,malayalam,"രാഷ്ര്രിയത്തില്‍ പ്രവര്‍ത്തിക്കുന്നതിലും എളുപ്പം സിനിമ ചെയ്യാനാണ്‌ നി സിനിമയില്ല! മോന്‍ ഡ്യൂപ്പിനെ ിന്കിടും ""അതാണ്‌. ന ന്‌,"
images/train/239.jpg,troll,intersection,malayalam,
images/train/240.jpg,troll,intersection,malayalam,"തിരഞ്ഞെടുല്‌ ഫലം വന്ന ശേഷം... കി എന്റമ്മോ, ത്രഖും ഷൂ സവര്‍൪ക്കര്‍ജി; (പോലും ം നക്കിലിട്ടുണ്ടാവി നി യി"
images/train/241.jpg,troll,person,malayalam,റ ഉത്രിസ്ഭാ രൂപി കരണം
images/train/243.jpg,troll,person,malayalam,വന്നവനും നിന്നവനും പോയവനും ഒക്കെ ജയിച്ചഷോള്‍ അയാള്‍ മാത്രം
images/train/245.jpg,troll,person,malayalam,ഇതിലും വലിയ ട്രോള്‍ സ്വപ്നത്തില്‍ മാത്രം
images/train/246.jpg,troll,person,malayalam,
images/train/247.jpg,troll,person,malayalam,
images/train/248.jpg,troll,person,malayalam,
images/train/249.jpg,troll,person,malayalam,
images/train/250.jpg,troll,person,malayalam,
images/train/251.jpg,troll,person,malayalam,എല്ലം സ്പന്തമാഷങ്ങ്‌ ന വരട്ടു; യ ന്‌ തൂംടിന്യം.
images/train/254.jpg,troll,person,malayalam,[1 റ 8 ം ൭൭ അടുത്ത്‌ വന്ന സുരേഷ്‌ ോപിരെ ജിം;
images/train/255.jpg,troll,person,malayalam,ഇകോ കിട്ടിയ വാര്‍ത്ത നടന്‍ കൃഷ്ണകുര്‍ തൂകി... ക്ക ലി വീട്ടിലെ അഞ്ച്‌ വേട്ട്‌.!
images/train/256.jpg,troll,person,malayalam,വയനാടുബിവറേജിന്റെ
images/train/257.jpg,troll,person,malayalam,9 മട മോദി ധി യല്‍ ഏത്ര പതിറ്റാണ്ട്‌ തപസ്സിരുന്നു എന്ന്‌ ആര്‍ക്കുമറിയില്ല:
images/train/258.jpg,troll,person,malayalam,25 അംഗ കാഥെ ടീമിനൊഷം ഏകാംഗ ധ്യാനത്തിന്‌ ഫോയ പ്രമുഖന്‍
images/train/259.jpg,troll,person,malayalam,സാധാരണ സന്യാസിമാര്‍ ധ്യാനത്തിന്‌ പോകുന്നത്‌
images/train/260.jpg,troll,person,malayalam,ഇന്ത്യയുടെ ഏറ്റവും വലിയ ശത്രു!
images/train/262.jpg,troll,person,malayalam,"കുലാപാനി സിനിമയിലെ ഈ സീ൯ കണ്ടതിനു ശേഷമാണ്‌... ്് നക്കു ൫ സംഘികളുടെ ലീരപുരുഷന്‍ പിറ സലര്‍ക്കാരിനെ കുച്ച്‌ ജനം അദിയുന്നത്‌"""
images/train/263.jpg,troll,party,malayalam,സൈബര്‍ ി ആക്രമണവുമായി സംഘ്പരിവാര്‍
images/train/264.jpg,troll,person,malayalam,തന്റെ സ്യഭിവംകണ്ടഷേ തിം നസ്സിലായി ്നരെ ചൊവ്വേയയള്ള[തന്തയ്യം തള്ളയ്കം ജനിച്ചതളല്ലന്ന്‌
images/train/265.jpg,troll,person,malayalam,
images/train/266.jpg,troll,person,malayalam,
images/train/267.jpg,troll,person,malayalam,ശ്വാസകോശ അണുബാധ ആര്‍ത്തവ തകരാറുകള്‍ മെതറോയിഡ്ധിസം കൊവാക്്‌സിനും പാര്‍ശ്വഫലത്മെളെന്ന്‌ വാനം
images/train/269.jpg,troll,person,malayalam,കൊവിഡ്‌ വാക്‌സിഭനഷന്‍൯ സര്‍ട്ടിഫിക്കറ്റില്‍ നിന്ന്‌ ഭമാദി ചിത്രം നീക്കി
images/train/272.jpg,troll,person,malayalam,
images/train/273.jpg,troll,party,malayalam,ഇന്ന്‌ എപപ സ്ഥ
images/train/275.jpg,troll,person,malayalam,[ത കുഴി കുത്തി തരാം അതില്‍ ഇറങ്ങിയിരിന്നു നിസ്റ്രിച്ചോ
images/train/276.jpg,troll,person,malayalam,ലു പണിയെടുക്കാൻ നോേത്തത്യ്്തി ് പരാതി പ എന്നെപോലെ ഗതികെട്ടവ൯ ആരെങ്കിലും ഉുണ്ടാവുദമാ
images/train/278.jpg,troll,person,malayalam,ന: രിച്ച സീറ്റുകളിലെല്ലംതോ; നി തു ചട്ടയും
images/train/279.jpg,troll,person,malayalam,
images/train/280.jpg,troll,person,malayalam,രിത ഒനും തുത റ്‌ ത്മ ശേമ്മെര്തേത്തശി
images/train/281.jpg,troll,person,malayalam,നിങ്ങളെനിക്ക്‌ രക്തം തത്ര.. നിങ്ങള്‍ക്ക്‌ ഞാന്‍ സ്വതന്ത്ര്യം തരാം... നേതാജി നിങ്ങളെനിക്ക്‌ ബോണ്ട്‌ തത്ര... നിങ്ങള്‍ക്ക്‌ കൊള്ളയടിക്കാന്‍ ഞാനി രാജ്യം വറ്റ തരാം ... അദിനേതാ ജി
images/train/282.jpg,troll,person,malayalam,
images/train/283.jpg,troll,person,malayalam,2021 കടടവ ടിന
images/train/284.jpg,troll,party,malayalam,ബുദ്ധിയില്ല ന വിവരമില്ല “മനുഷ്യത്വമില്ലന്ുഉള്ളത്‌ ഷ്‌ മാത്രം: ന
images/train/285.jpg,troll,person,malayalam,ഇം വെ. നായര്‍ കി ടത ഓടാറനസ്സ്‌ ദംിട്ടാത്ത്ത ഓറമ്മിതത റായ റു ദവാ ആക. സതയ. ഇയം
images/train/286.jpg,troll,person,malayalam,മാധ്യമ പ്രവര്‍ത്തക; മാധ്യമ പ്രവര്‍ത്തകന്റെ ന്റെ ചോദ്യത്തിന്‌ ചോദ്യത്തിന്‌ ഗോപിയുടെ സുരേഷ്‌ ഗോപിയുടെ അഴുക്കു ചെക്കന്‍ വാ തന്നാല്‍ തെറിയാണ്‌...
images/train/287.jpg,troll,intersection,malayalam,കണ്ടില്ലേ തെരഞ്ഞെടുപ്പില്‍ വിജയിച്ച] ടിപ്പ്‌ ലഡുതിന്നാ൯! വിധിയില്ലാത്ത്‌ പല്‍! ന
images/train/288.jpg,troll,party,malayalam,തൃശൂരിലെ ബിജെപി സ്ഥനാര്‍ഥിയുടെ പ്രചരണം ന) രാവിലെയക്രി പ്‌
images/train/290.jpg,troll,person,malayalam,"[.... പറന ന്ധ. ലി ൩-൭ ഭയിച്ചാല്‍ വന്ദേ ഭാരതത്തിന്‌ പത്തനംതിട്ട റെയില്‍വേ സ്റ്റേഷനില്‍ സ്റ്റോപ്പ്‌ അനുവദിക്കും, അനില്‍ കെ ആന്റണി"
images/train/291.jpg,troll,person,malayalam,ച _100രൂപ . 100 രുപ . കുറച്ചു കുറ താമി
images/train/292.jpg,troll,party,malayalam,"[2] പാചക വാതക വില കുറച്ചു; വനിതാ ദിന സമ്മാനമെന്ന്‌ പ്രധാനമന്ത്രി 2ധാിഭര്‍: ഭഗ 14% 2024 00:00 214 ॥ ഖളരെ കാലത്തിന്ശേഷം മോദി വനിതാ ദിനം എണ്ണൊന്ന്‌ (തിരിച്ചറിഞ്ഞ ദിവസം നം ഴ്‌ ലോക്സഭ ഇലക്ഷനി, സ്വാഗതം... ച"
images/train/293.jpg,troll,intersection,malayalam,"വിരലുകള്‍ ഇത്ഫേലെ നി വിടര്‍ത്തി, ഫൊക്കി പിടിക്കുക"
images/train/294.jpg,troll,person,malayalam,അയല്‍വാസികളെല്ലാം തന്റെ വീട്ടിലേക്ക്‌ താസെം ഒറ്റന്നത്‌ കാണുന്ന...
images/train/295.jpg,troll,person,malayalam,
images/train/297.jpg,troll,party,malayalam,
images/train/298.jpg,troll,person,malayalam,എന്തോ ചെയയന്നണെന്നു പറ. വന്നിട്ടുണ്ട്‌. മുക്കിഷോ ര തന്റെ ആയിതേയിലേ പ്‌ി തോന്നലേ
images/train/299.jpg,troll,person,malayalam,പാന്യകഥക്ക്‌ മാളു ച്റവകശക്ക്‌ ഭൃകാശറുട്ട്‌ കുെന്നൂര്‍ സ്വരാജിന്‌ തല ചാഷ്ക്രാനാ നിലന്മൃരിലിടമിള്ല
images/train/300.jpg,troll,intersection,malayalam,! കേരളത്തിത എവിടെ കൊണ്ട്‌ നിരത്തിയാലും ജനം തോല്‍യിക്കുന്ന രണ്ട്‌ ഇതങ്ങള്‍ ള്ള -നടഠിഭസഡിസ
images/train/301.jpg,troll,person,malayalam,ബിെപി സിപിഎം ബന്ധം തുന്ന്ചഞ്ഞ്‌ സ്വന്തം സ്ഥാനാര്‍ത്ഥിയെ &താതപി്വ പാര്‍ട്ടി ബ്രട്ടിക്ക്‌ ലാത്തസലാം ളം € ി [| ടി റ ൭
images/train/302.jpg,troll,person,malayalam,നി യ നം വി സ്വന്തം രി ആര്യാട൯ ഘരക്കത്ത്‌ ലീഡ്‌ കോടതിയെ സമീപിക്കും സ്വരാജ്‌
images/train/303.jpg,support,person,malayalam,കി പ്രി0ര്‍॥ിാ..
images/train/304.jpg,troll,person,malayalam,ട്വ നന്ന്ിവസ്ധ സ്വരാജേ നിന്നെ പേലെ ലി വിളി പി ലുമാമി യട്ടി ടില്൯ പോലും ആ സുഖം രിട്ടി
images/train/305.jpg,troll,party,malayalam,] പ്രാവശ്യം... സ്ില്മ്പ്൪
images/train/306.jpg,troll,person,malayalam,"“പെസഷ൯ ഇഷ്ടക്കാരക്ക്‌ മാത്രം ""ഭൂരിപക്ഷത്തെ വേദരിപ്പിക്കുന്ന മാനസികാവസ്ഥ ""വന്നാല്‍ മദ്റുമുണ്ടാകും' രാഹു മാങ്കൂട്ടത്തില്‍ ശരിയാണ്‌ യു.ഡി.എഫ്‌ വന്നാല്‍ മാറ്റമുണ്ടാകും. പിന്നെ ആര്‍ക്കും കൊടുക്കില്ല"
images/train/307.jpg,troll,person,malayalam,സതീശ൯ കഴുത്തിനു വിടിച്ചു തള്ളിയെന്ന്‌ വറഞ്ഞിട്ടും കോലീബി സഖ്യം നിലമ്പൂരില്‍ ഒറ്റക്കെട്ട്‌ എന്ന്‌ വാര്‍ത്ത വന്നതിന്‌ ശേഷവും വീണ ഗഡി ആന വിസി ലണ്സിറി
images/train/308.jpg,support,person,malayalam,
images/train/310.jpg,troll,party,malayalam,
images/train/311.jpg,troll,party,malayalam,ചെതമൊട വലിച്ചെറിഞ്ഞ്‌ ലിഗിലേക്കി ൬ 8൭൧) ഖ്ല൫െ993 0തി ൭൫ സ്വീകരിക്കുന അരിസുനരളായ കാഴ്‌.
images/train/312.jpg,troll,person,malayalam,
images/train/313.jpg,troll,party,malayalam,[ (റ! € ലേ വര്‍ക്കല ഏരിയാ ലേ വര്‍ക്കല ഏരിയാ സമ്മേളനത്തില്‍ സംഘര്‍ഷം സമ്മേളനത്തില്‍ സംഘര്‍ഷം [:512.1(10] വര്‍ക്കല സമ്മേളനം കഴിഞ്ഞു വരുന്ന തിര്‍ന്ന്‌സിപിഎം ന്േതായ്‌ച റ്‌:
images/train/315.jpg,troll,person,malayalam,1)
images/train/317.jpg,troll,person,malayalam,"്€; ലഭ്യ ഗ്ന ശ്ാനി 8, 2006 - ൭ കാപട്യമാണ്‌, മദ്യ നയം എന്ന പേരില്‍ യു ഡി എഫ്‌ അവതരിച്പിക്കുന്നത്‌. മദ്യം എന്ന വിപത്തിനെ ചെറുക്കാനും ജനങ്ങളെ മദ്യത്തിന്റെ പിടിയില്‍ നിന്ന്‌ മോചിപ്പിക്കാനും ഉള്ള നിശ്ചയ ദാര്‍ഡ്യം ഇടതുപക്ഷത്തിനാണ്‌ ഉള്ളത്‌. സംസ്ഥാനത്ത്‌ പ്രവര്‍ത്തിക്കുന്ന മദ്യ വര്‍ജന സമിതികളെയും മദ്യ വിരുദ്ധ പ്രവര്‍ത്തകരെയും അടക്കം അണിനിരത്തി മദ്യ വിപത്ത്‌ ചെറുക്കാന്‍ ഇടതു പക്ഷ ജനാധിപത്യ മുന്നണി പ്രതിജ്ഞാ ബദ്ധമാണ്‌.. ൫൭ പഠ വധ 175 മദ്യക്കടകൾ കൂടി തുടങ്ങിയേക്കും; സര്‍ക്കാര്‍ ഹൈക്കോടതിയില്‍"
images/train/318.jpg,troll,intersection,malayalam,
images/train/319.jpg,troll,intersection,malayalam,സ്കൂള്‍ തൃറക്കുന്നത്‌ മധ്യമങ്ങളിലൂടെയറിഞ്ഞ ശിവന്‍ കുട്ടി ഴ്‌ ഫേയതിസ്‌റ്റലിനിലൂടെ അറിഞ്ഞ്‌
images/train/320.jpg,troll,intersection,malayalam,ര ളള [കു ഞു
images/train/321.jpg,troll,person,malayalam,ടേ ലീട്ഥ്ട മുല്ലപ്പെരിയാറില്‍ പുതിയ അണക്കെട്ട്‌; പ്രാരംഭ നടപടികള്‍ തുടങ്ങിയെന്ന്‌ മുഖ്യമന്ത്രി
images/train/322.jpg,troll,party,malayalam,ലി അ്ത്ഥ്ിഥനസ്റി ചൊടടിപിടിച്ചുനടങ്ടെട
images/train/323.jpg,troll,party,malayalam,പ്രളയത്തില്‍ ദരിതംം' [
images/train/324.jpg,troll,party,malayalam,"പ്രഉയഭീതിയില്‍ പ്രളയഭീതിയില്‍ ഭകരളം ] ഭകരളം ടട ക, കണ്ട 1. ക്‌ ഖ്തിസെടറി [ മ"
images/train/325.jpg,troll,person,malayalam,രിമമൂര്‍ മുരി (അദമട്ടാര്‍)
images/train/326.jpg,troll,party,malayalam,കോണ്‍ഗ്രസിന്‌ 70 വര്‍ഷം കൊണ്ട്‌ സാധിക്കാത്തത്‌ ബിളെപിക്ക്‌ സാധില്ലു പാകിസ്ഥാനെയും നാലി ആഗോള തി സൂചികയ്യില്‍ ഉന്ത്ര പിന്നോട്ട്‌
images/train/327.jpg,troll,intersection,malayalam,7 ക ്‌ ഛി ഉ സ്സ വ ര നി. ല്‍.വി. പി കോഴിക്കോട്‌ കെഎസ്‌ആര്‍ടിസി സമുച്ചയത്തിന്‌ ബലക്ഷയം ചഫൊളിക്കേണ്ടി വരുമോ പിണുഃവ?
images/train/329.jpg,troll,party,malayalam,മനോരമ 1 ്‌ ടിവിഖില്‍ എഴുത്‌ ി കാഒ [ന
images/train/330.jpg,troll,intersection,malayalam,"ജന്ന ഇന്ന്‌ കടം, നാളെ. കേരളത്തിനു വേണം സ്വന്തം മദ്യം; പിന്തുണച്ച്‌ മന്ത്രിയും"
images/train/332.jpg,troll,person,malayalam,ടിസ ഗവര്‍ണറെ പുറത്താക്കാ൯ സംസ്ഥാനങ്ങള്‍ക്ക്‌ അധികാരം നല്‍കണമെന്ന്‌ ഭകരളം മന്ത്രിസഭാ ഭയാഗ തീരുമാനം ഭകന്ദ്രത്തെ അറിയിക്കും
images/train/333.jpg,troll,person,malayalam,% വിദേശത്ത്‌” “13 നിന്നെത്തുന്നവരുടെ _ ്യാറന്റീ൯ ഒഴിവാക്കി എല്ലാവര്‍ക്കും കാണും; ക: ത്താ തന്റെ ഒഷ്ട്ടത്തിനനുസരിച്ചു കളി നിഷമം മാറ്റുന്ന കുളിക്കുന്ന ബാറ്റും ടബാഭും സ്വന്തമാഖുളള
images/train/334.jpg,troll,party,malayalam,ഒധ്്വ്ട കെ-റെയിലിന്‌ തത്കാലം അനുമതിയില്ല
images/train/335.jpg,troll,person,malayalam,ഹോസ്പിറ്റല്‍ ദരറ്റ്മെന്റ്‌ കഴിഞ്ഞാല്‍ ! ടട! എടുക്കുന്ന സാധാരണക്കാർ
images/train/336.jpg,troll,person,malayalam,അമേരിക്കന്‍ ലോകം ഞെട്ടലില്‍! ടി ഒരാള്‍ക്ക്‌ രണ്ടു ചങ്ക്‌ ഇതാദ്യമായെന്ന്‌ ഡോക്ടര്‍മാര്‍.
images/train/337.jpg,troll,person,malayalam,
images/train/339.jpg,troll,party,malayalam,ലക്ഷദ്വീപിലെ തെങ്ങിന്‌ മരുന്ന്‌ അടിച്ച
images/train/341.jpg,troll,person,malayalam,നി
images/train/342.jpg,troll,person,malayalam,ആ ബൂമകട്കിലും ഥാ പ പ പിടിക്കെ;
images/train/343.jpg,troll,person,malayalam,ടു സംസം തി മന കോഴിക്കോട്‌ കെഎസ്‌ആര്‍ടിസി കെട്ടിടത്തിന്‌ ബലക്ഷയമെന്ന്‌ പഠന റിപ്പോര്‍ട്ട്‌; ബസ്‌ സ്റ്റാന്റ്‌ താല്‍ക്കാലികമായി മാറ്റിയേക്കും &6.. ട4ഠ൭
